本屋,ほんや,书店,1
～屋,～や,～店,
乗り場,のりば,搭乘火车、计程车等交通工具的场所,0
県,けん,县,1
上,うえ,上，上面,0
下,した,下，下面,0
前,まえ,前，前面,1
うしろ,うしろ,后，后面,0
右,みぎ,右（边）,0
左,ひだり,左（边）,0
中,なか,里面，中间,1
外,そと,外面,1
隣,となり,隔壁，旁边,0
近く,ちかく,附近,2
間,あいだ,之间，中间,0
～や～〔など〕,～や～〔など〕,～啦～〔等〕,
いちばん～,いちばん～,最～（いちばんうえ：最上面，最高),
…段目,…だんめ,第…层（架子的第…层）,
います,います,有〔孩子〕［こどもが～］［子どもが～］,
います,います,在〔日本〕［にほんに～］［日本に～］,
かかります,かかります,花费（金钱或时间）,
休みます,やすみます,向〔公司〕请假［かいしゃを～］［会社を～］,
1つ,ひとつ,一个（用于计算物品）,2
2つ,ふたつ,二个,3
3つ,みっつ,三个,3
4つ,よっつ,四个,3
5つ,いつつ,五个,2
6つ,むっつ,六个,3
7つ,ななつ,七个,2
8つ,やっつ,八个,3
9つ,ここのつ,九个,0
10つ,とお,十个,1
いくつ,いくつ,几个,1
1人,ひとり,一个人,2
2人,ふたり,二个人,3
…人,…にん,…个人,
…だい,…だい,…台（用于计算机械、车辆等机械类时）,
…まい,…まい,…枚（用于计算纸张、邮票等薄的物品时）,
…回,…かい,…次,
りんご,りんご,苹果,0
みかん,みかん,桔子,1
サンドイッチ,サンドイッチ,三明治,4
カレー［ライス］,カレー［ライス］,咖哩〔饭〕,4
アイスクリーム,アイスクリーム,冰淇淋,5
切手,きって,邮票,0
はがき,はがき,明信片,0
封筒,ふうとう,信封,0
速達,そくたつ,限时信,0
書留,かきとめ,挂号信,0
エアメール,エアメール,航空邮件，航空信（こうくうびん）（航空便）,3
船便,ふなびん,船运,0
両親,りょうしん,双亲,1
兄弟,きょうだい,兄弟姐妹,1
兄,あに,（我）哥哥,1
お兄さん,おにいさん,（他人的）哥哥,2
姉,あね,（我）姐姐,0
お姉さん,おねえさん,（他人的）姐姐,2
弟,おとうと,（我）弟弟,4
弟さん,おとうとさん,（他人的）弟弟,4
妹,いもうと,（我）妹妹,4
妹さん,いもうとさん,（他人的）妹妹,4
外国,がいこく,外国,0
…時間,…じかん,…小时,
…週間,…しゅうかん,…星期,
…か月,…かげつ,…个月,
…年,…ねん,…年,
～ぐらい,～ぐらい,～左右,
どのぐらい,どのぐらい,多久,0
全部で,ぜんぶで,一共,1
みんな,みんな,全部，全体,3
～だけ,～だけ,只～，仅～,
いらっしゃいませ。,いらっしゃいませ。,欢迎光临（商店、行号在顾客光临时用）,4
簡単［な］,かんたん［な］,简单，单纯,1
近い,ちかい,近,2
遠い,とおい,远,0
速い、早い,はやい,快，早,2
遅い,おそい,慢，晚,2
多い,おおい,〔人〕多，多［ひとが～］［人が～］,1
少ない,すくない,〔人〕少，少［ひとが～］［人が～］,3
暖かい、温かい,あたたかい,温暖，温热,4
涼しい,すずしい,凉,3
甘い,あまい,甜,2
辛い,からい,辣，咸,2
重い,おもい,重,2
軽い,かるい,轻,3
いい,いい,好（咖啡）［コーヒーが～］,1
季節,きせつ,季节,2
春,はる,春,1
夏,なつ,夏,2
秋,あき,秋,1
冬,ふゆ,冬,2
天気,てんき,天气,1
雨,あめ,雨，下雨,1
雪,ゆき,雪，下雪,2
曇り,くもり,阴天,3
ホテル,ホテル,饭店，旅馆,1
空港,くうこう,机场,0
海,うみ,海,1
世界,せかい,世界,1
パーティー,パーティー,舞会，餐会（～をします：办舞会）,1
［お］祭り,［お］まつり,节庆，庆典,0
試験,しけん,考试,2
すき焼き,すきやき,鸡素烧（牛肉和蔬菜的火锅）,0
刺身,さしみ,生鱼片,3
［お］すし,［お］すし,寿司,2
てんぷら,てんぷら,天妇罗,0
生け花,いけばな,花道，插花（～をします：插花）,2
紅葉,もみじ,红叶（秋天的各种变色叶）,1
どちら,どちら,哪边（自二选一）,1
どちらも,どちらも,二者都,1
ずっと,ずっと,～得多，～得很,0
初めて,はじめて,第一次,2
遊びます,あそびます,玩，游乐,
泳ぎます,およぎます,游泳,
迎えます,むかえます,迎接，欢迎,
疲れます,つかれます,疲累,
出します,だします,寄〔信〕［てがみを～］［手紙を～］,
はいります入ります,はいります入ります,进入〔咖啡馆〕［きっさてんに～］［喫茶店に～］,
でます出ます,でます出ます,出〔咖啡馆〕［きっさてんを～］［喫茶店を～］,
結婚します,けっこんします,结婚,
買い物します,かいものします,购物，买东西,
食事します,しょくじします,用餐，吃饭,
散歩します,さんぽします,〔在公园〕散步,
大変［な］,たいへん［な］,重大〔的〕,0
欲しい,ほしい,想要（某事物）,2
寂しい,さびしい,孤独，寂寞,3
広い,ひろい,宽广，广阔,2
市役所,しやくしょ,市政府,2
プール,プール,游泳池,1
川,かわ,河川,2
経済,けいざい,经济,1
美術,びじゅつ,美术,1
釣り,つり,钓鱼（～をします：钓魚）,0
スキー,スキー,滑雪（～をします：滑雪）,2
会議,かいぎ,会议（～をします：开会）,1
登録,とうろく,登记（～をします：登记）,0
週末,しゅうまつ,周末,0
～ごろ～,～ごろ～,左右（用于时间),
何か,なにか,某事物,1
どこか,どこか,某处，某场所,1
おなかがすきました。,おなかがすきました。,肚子饿了。,
おなかがいっぱいです。,おなかがいっぱいです。,吃饱了。,
のどがかわきました。,のどがかわきました。,口渴了。,
そうですね。,そうですね。,是呀。（表赞成）,
そうしましょう。,そうしましょう。,就这么办吧（表示同意他人的意见）,
つけます,つけます,打开（电灯、冷气等）,
消します,けします,关掉（电灯、冷气等）,
開けます,あけます,打开（门、窗等）,
閉めます,しめます,关闭（门、窗等）,
急ぎます,いそぎます,赶快，着急,
待ちます,まちます,等,
止めます,とめます,停止，停车,
曲がります,まがります,转向〔右边〕［みぎへ～］［右へ～］,
持ちます,もちます,持有，携带,
取ります,とります,拿，持,
手伝います,てつだいます,帮忙，帮助,
呼びます,よびます,呼叫，呼唤,
話します,はなします,讲，说,
見せます,みせます,出示，让人看,
教えます,おしえます,告诉〔地址〕［じゅうしょを～］［住所を～］,
始めます,はじめます,开始,
降ります,ふります,下（雨）［あめが～］［雨が～］,
コピーします,コピーします,影印,
エアコン,エアコン,冷暖气机，空调机,0
パスポート,パスポート,护照,3
名前,なまえ,名字，姓名,0
住所,じゅうしょ,地址，住址,1
地図,ちず,地图,1
塩,しお,盐,2
砂糖,さとう,砂糖,2
読み方,よみかた,念法，读法,3
～方,～かた,～方式,
ゆっくり,ゆっくり,慢慢地,3
すぐ,すぐ,马上，立刻,2
また,また,再，又,3
あとで,あとで,等一下，稍后,
もう少し,もうすこし,再多一些,4
もう～,もう～,再～，另外的～,
いいですよ。,いいですよ。,好呀。／可以呀。,
さあ,さあ,好啦（提议做某事时用）,
あれ？,あれ？,什么？（表示惊讶）,
立ちます,たちます,站，立,
座ります,すわります,坐,
使います,つかいます,使用，用,
置きます,おきます,放置，摆放,
作ります、造ります,つくります,做，制造,
売ります,うります,卖，销售,
知ります,しります,得知,
住みます,すみます,居住,
研究します,けんきゅうします,研究,
知っています,しっています,知道,
住んでいます,すんでいます,居住〔在大阪〕［おおさかに～］［大阪に～］,
資料,しりょう,资料,1
カタログ,カタログ,产品目录,0
時刻表,じこくひょう,时刻表,0
服,ふく,衣服,2
製品,せいひん,产品,0
ソフト,ソフト,柔软，软和；软件，程序,1
専門,せんもん,专业，专长,0
歯医者,はいしゃ,牙科医生,1
床屋,とこや,理发店，理发师,0
プレイガイド,プレイガイド,（剧场等的）预售,4
独身,どくしん,单身，未婚,0
乗ります,のります,搭乘〔电车〕［でんしゃに～］［電車に～］,
降ります,おります,下〔电车〕［でんしゃを～］［電車を～］,
乗り換えます,のりかえます,换车,
浴びます,あびます,冲〔淋浴〕［シャワーを～］,
入れます,いれます,放入，放进,
出します,だします,拿出，取出,
入ります,はいります,进入，上〔大学〕［だいがくに～］［大学に～］,
出ます,でます,出，〔大学〕毕业,
やめます,やめます,〔职〕，停止，放弃［かいしゃを～］［会社を～］,
押します,おします,推，按,
若い,わかい,年轻,2
長い,ながい,长,2
短い,みじかい,短,3
明るい,あかるい,明亮,3
暗い,くらい,昏暗,3
背が高い,せがたかい,个子高,
頭がいい,あたまがいい,头脑好，聪明,
体,からだ,身体,0
頭,あたま,头,3
髪,かみ,头发,2
顔,かお,脸,0
目,め,眼睛,1
耳,みみ,耳朵,2
口,くち,嘴巴,0
歯,は,牙齿,1
おなか,おなか,肚子,0
足,あし,脚，腿,2
サービス,サービス,服务,1
ジョギング,ジョギング,慢跑（～をします：慢跑）,0
シャワー,シャワー,淋浴,1
緑,みどり,绿色，绿意,1
［お］寺,［お］てら,寺庙,0
神社,じんじゃ,神社,1
留学生,りゅうがくせい,留学生,3
…番,…ばん,…号,
どうやって,どうやって,怎样，如何,
どの～,どの～,哪个～（用于三者或以上）,
［いいえ、］まだまだです。,［いいえ、］まだまだです。,〔不，〕还不行。还差得远。,
覚えます,おぼえます,记住,
忘れます,わすれます,忘记,
なくします,なくします,遗失,
出します,だします,提交〔报告〕［レポートを～］,
払います,はらいます,支付，付款,
返します,かえします,归还，还,
出かけます,でかけます,出门，外出,
脱ぎます,ぬぎます,脱（衣服、鞋等）,
持って行きます,もっていきます,带（某物）去,
持って来ます,もってきます,带（某物）来,
心配します,しんぱいします,担心,
残業します,ざんぎょうします,加班,
出張します,しゅっちょうします,出差,
飲みます,のみます,吃（药）、服（药）［くすりを～］［薬を～］,
入ります,はいります,洗澡［おふろに～］,
大切［な］,たいせつ［な］,重要的,0
大丈夫［な］,だいじょうぶ［な］,放心，没关系的,3
危ない,あぶない,危险,3
問題,もんだい,问题,0
答え,こたえ,回答,2
禁煙,きんえん,禁烟,0
［健康］保険証,［けんこう］ほけんしょう,健康保险证,5
かぜ,かぜ,感冒,0
熱,ねつ,发烧,2
病気,びょうき,病，生病,0
薬,くすり,药,0
［お］ふろ,［お］ふろ,洗澡,2
上着,うわぎ,夹克，外套,0
下着,したぎ,內衣,0
先生,せんせい,医师（对医生的称呼）,3
2、3日,2、3にち,两三天,
2、3～,2、3～,二三～（用于不定数量的计算）,
～までに,～までに,～在之前（表示时间的期限）,
ですから,ですから,所以，因此,
できます,できます,会，能够，可以,
洗います,あらいます,洗,
弾きます,ひきます,弹（钢琴等）,
歌います,うたいます,唱,
集めます,あつめます,收集,
捨てます,すてます,丢掉，舍弃,
換えます,かえます,交换，变换,
運転します,うんてんします,驾驶,
予約します,よやくします,预约,
見学します,けんがくします,参观见习,
ピアノ,ピアノ,钢琴,0
…メートル,…メートル,…公尺,
国際～,こくさい～,国际～,
現金,げんきん,现金,3
趣味,しゅみ,爱好，嗜好,1
日記,にっき,日记,0
［お］祈り,［お］いのり,祈祷（～をします：祈祷）,3
課長,かちょう,课长，科长,0
部長,ぶちょう,经理，部长,0
社長,しゃちょう,总经理，社长,0
登ります,のぼります,登，爬〔山〕［やまに～］［山に～］,
泊まります,とまります,住（饭店）［ホテルに～］,
掃除します,そうじします,打扫,
洗濯します,せんたくします,洗衣服,
練習します,れんしゅうします,练习,
なります,なります,成为,
眠い,ねむい,想睡，困,0
強い,つよい,强,2
弱い,よわい,弱,2
調子がいい,ちょうしがいい,情況好,
調子が悪い,ちょうしがわるい,情況差,
調子,ちょうし,情况，状态,0
ゴルフ,ゴルフ,高尔夫球（～をします：打高尔夫球）,1
相撲,すもう,相扑,0
パチンコ,パチンコ,小钢珠（～をします：打小钢珠）,0
お茶,おちゃ,茶道,0
日,ひ,日，日子,1
一度,いちど,一次,3
一度も,いちども,连一次也（表否定）,0
だんだん,だんだん,逐渐,0
もうすぐ,もうすぐ,马上,
おかげさまで,おかげさまで,托您的福（略带感谢意思的客气说法）,
要ります,いります,要，需要〔签证〕［ビザが～］,
調べます,しらべます,调查,
直します,なおします,修理，改正,
修理します,しゅうりします,修理,
電話します,でんわします,打电话,
僕,ぼく,我（男性用语，不如“わたし”礼貌）,1
君,きみ,你（男性对晚辈或同辈用，不如“あなた”礼貌）,0
～君,～くん,～君（男性称呼晚辈或同辈用，不如“さん”礼貌）,
うん,うん,对（不如“はい”礼貌）,1
ううん,ううん,不对（不如“いいえ”礼貌）,
サラリーマン,サラリーマン,薪水阶级，上班族,3
ことば,ことば,单字，语言,3
物価,ぶっか,物价,0
着物,きもの,和服（传统的日本服装）,0
ビザ,ビザ,签证,1
初め,はじめ,开始,0
終わり,おわり,结束,0
こっち,こっち,这边（不如“こちら”礼貌）,3
そっち,そっち,那边（不如“そちら”礼貌）,3
あっち,あっち,那边（不如“あちら”礼貌）,3
どっち,どっち,哪边（不如“どちら”礼貌）,1
この間,このあいだ,日前，前些天,0
みんなで,みんなで,大家一起,
～けど,～けど,但是（不如“が”正式）,
思います,おもいます,想，认为，觉得,
言います,いいます,说,
足ります,たります,足够,
勝ちます,かちます,赢，得胜,
負けます,まけます,输，落败,
あります,あります,举行（节庆）［おまつりが～］［お祭りが～］,
役に立ちます,やくにたちます,有用，起作用,
むだ［な］,むだ［な］,沒用〔的〕,0
不便［な］,ふべん［な］,不便〔的〕,1
同じ,おなじ,相同，一样,0
すごい,すごい,厉害（的）（有褒或贬的意思）,2
首相,しゅしょう,总理，首相,0
大統領,だいとうりょう,总统,3
